Adj 1,Frequency
خدود,1
هژبر,1
خردتر,4
مآب,2
ّر,1
وکرم,1
درخ,1
محامد,1
اقرب,2
مقدمست,1
کناره,1
مانّی,1
مصدر,1
سهلترین,2
مردارست,1
رهٔ,1
صلصل,2
کلیمست,1
غیارست,1
برآشوب,1
مبرقع,1
ثث,1
بهٔقین,1
قرارست,1
غیورست,2
اعادی,4
ضروریهٔ,1
بادپیما,3
درکفی,1
زهرهٔ,1
مستدام,15
بشمر,1
عقابیش,1
غلا,1
مصمّم,2
مراکیک,1
خردش,2
ودیوار,1
زخار,1
راشایسته,1
معصومم,2
جانسوزی,6
ناردان,1
همرهی,5
آخرالزمان,1
دوکار,1
خدیوی,1
سفرکرد,1
خودنسودی,1
درگفتی,1
دوبین,2
حامی,1
فرمانش,1
شیرافکن,3
اژدر,3
غلامکم,1
کبیرستی,1
مستجار,2
شهیر,9
بیکرانش,1
عدلش,1
جلالش,1
روزم,2
برهمی,1
بقر,3
شنوایی,1
جر,14
موقف,3
روزکین,2
همسان,2
نامرادی,5
کامرانی,3
عبقری,3
رضایش,1
ناچخش,1
فیروزی,1
وصفت,1
بیدادکار,1
رهسپر,3
کلاکی,1
مجسطی,4
صاحبنظر,3
دربه,1
سرشکم,2
آنکش,1
سپیدکار,1
فتنهٔ,2
عقار,2
مرغزار,6
ماکارگر,1
وخور,1
بگرای,1
مطلقند,1
موییش,1
هوشور,1
زدستی,3
ناصرش,1
اغبر,1
راگهی,1
پلنگستی,1
فلاطونی,5
حقهٔ,1
برآکنده,1
مطبق,2
شودش,2
ذبابی,1
لازمتر,1
ویستی,2
هنرور,3
ذوالمن,1
غذایی,3
عجیبست,1
هرگه,1
بکن,1
مخمر,2
توانایش,1
زیباگردد,1
محضر,5
جانگزا,4
مضمار,1
مشتاقتر,2
یکران,2
مهیاتر,3
سرینی,2
نخواسته,1
تلختری,1
بگستر,2
مخمّر,4
ابلقش,1
زادهٔ,4
شدگاز,1
صرهٔ,1
آویزان,15
شهه,1
قائمه,3
رهین,2
متمایل,14
باثر,2
مستوثق,1
مادهحی,1
دورنگی,3
موالف,2
زودگذر,3
حبشی,5
بنشکستی,1
عفافت,1
خدنگش,2
فروبندم,1
لاغرتر,3
مقدّر,2
موفّر,1
بسیاردان,1
جوشدا,1
متبع,1
حضرتی,1
مطروح,2
یازیده,1
اضافه,2
منصبش,1
عطاگستر,1
بیضهٔ,2
لالاش,1
طماع,3
غوطهٔ,1
مطرز,2
رذل,1
زَوتر,1
شرّ,2
احمدپور,1
زکینه,1
پریوار,1
خیل,3
لرزدش,1
متلاطم,2
زکنده,1
سراین,1
سرودش,1
نستر,1
پیبشرک,1
ذوذنابه,1
چمی,3
ناصری,1
عودش,2
بیضاش,3
کـــه,1
بکریت,1
مسدس,1
مقعّر,2
خمول,1
دوچار,4
فراخست,2
جامد,7
صالحه,1
زشتش,5
دوگیتی,2
مخفف,1
مغفر,2
یکش,2
قُنفُذ,1
ناخنه,6
معرفغش,1
ابرهه,1
شنگ,3
پریچهر,1
صبارخش,1
بدخواهت,1
چعره,1
مشابه,7
شبپر,1
خرامیدی,3
مکذوب,1
چنگل,2
رازگوی,1
رازجوی,1
غرخاصه,1
دلدوزتر,3
تراکردگار,1
راگذار,3
برشمری,1
مردخوار,1
ختلی,3
هشته,3
باردار,11
بینباشته,1
زرخیز,1
تارتر,1
الامینی,1
غیبش,4
شاهیّ,1
باترک,1
محمدشه,1
خسب,3
مموی,1
کوکنار,1
اوبی,1
قزح,12
فضلی,2
مخلب,1
درگفتار,1
ششپیر,1
دلکشتر,3
قلاع,1
مراع,1
قلمم,1
دیگربار,1
درکهسار,1
ملاقی,2
رعشه,1
بُرنده,1
برندهتر,1
گنبدگردون,1
خامه,1
ارکببی,1
روزشمار,1
پادشه,2
هرکجاسیمی,1
بهرکین,1
مسلول,5
ترسیدی,2
ورتنی,1
ناظم,1
غواصی,1
رقاصی,2
متزلزل,3
ضحاکست,1
اتتظار,1
چابکی,2
آوردمش,1
خ,1
تشنهتر,3
ازگریهٔ,1
طوطی,1
رحمتی,1
برمعنی,1
مدقوق,1
لاین,1
میازار,2
رباخوار,1
نسبانی,1
چابگ,1
عجو,1
فزود,1
خدمتگزار,1
منهدم,3
ابوالشجاع,1
فراکرده,1
جاجا,1
جهولی,1
حرزی,1
زیبارو,2
سبزستی,1
میار,1
انعامی,2
مرخص,1
مختصری,11
نقطی,1
دلبرکی,1
خورشبد,1
حایض,1
فسراتر,1
لغزنده,4
رقاص,7
عسس,3
نجدی,1
فروکردش,1
قضیبی,1
حربی,1
توکرده,1
جهانتاب,2
غیاب,1
افزوده,1
جهندهتر,1
کندگریه,1
غفیر,2
شیرازی,5
شبق,1
خیراخیر,1
صنیع,1
سریر,4
حاکمست,1
مصلحتی,6
زیادتر,2
صفرای,1
کشمیرش,1
میرای,1
گفتاکجا,1
شاهدباز,3
نشیده,1
مشورتی,1
ضایعتر,1
خوشیده,5
درآویز,4
برافشانده,1
غلغله,3
سوریّ,1
مَجَرّه,1
غذار,1
عطرآمیز,1
بحرانگیز,1
درکاریز,1
لؤلؤزای,1
پدیدارش,1
جهانسوزش,1
شایستیش,1
حرصش,3
معمورش,1
مرموزش,1
دلجوبش,1
غن,1
عنبرافشانش,2
هراسانش,1
گاوسر,1
ملوانش,1
ویرانش,7
الجنه,1
وانچه,3
مشتاقش,3
ذلیلتر,1
بدخواهش,2
خرطومش,1
درخشانش,1
امواجش,1
شرین,1
الفی,2
تکریمش,1
تاریتر,1
آبانی,2
محتوم,3
جرّ,1
سزانی,1
باستین,1
سبّ,1
ذم,1
قوافی,1
ملسوع,1
مرفوع,3
نامشروع,1
مفیضستی,1
منوع,1
مفجوع,1
ولوع,1
شموع,1
مقلوع,1
موثق,1
رفیعی,3
منیعی,1
مضیق,1
منشق,1
ملصق,2
بعدق,1
وسیلهٔ,1
محلق,1
موفّق,2
مورق,1
درآمیخته,1
مظلومتر,2
مبغوضتر,1
ازباد,1
ملاصق,1
ورم,1
قطرانی,3
ریوی,2
عمی,5
سودانی,1
متواضع,5
سزدش,1
شرزهٔکی,1
ملنگ,2
بافرهنگ,2
رکابدار,1
مجدّر,1
عقیقی,5
پراکندهتر,2
تعطل,1
جمیلت,3
لبیّ,1
فاصل,2
مراجل,1
العوالی,1
کالافاعی,1
مارگرزه,1
متوقد,1
مالیّ,1
هماندم,1
مویاموی,1
جوال,5
ویند,1
غژمانی,1
بیهمال,1
بقاش,2
هائم,1
بهل,4
پشیز,5
سپیدموی,1
بِدهَدی,1
سپهرستی,2
شباهنگام,2
دیرسال,1
نقلم,1
العدی,1
ممانید,1
نکندی,2
مقنّع,1
لبنینی,1
لبنانی,1
لعبادی,1
موسّم,1
خیزدش,1
منظّم,1
مکرّم,1
مرفه,6
معظّم,3
مؤخّر,2
مقدّم,3
ابکم,4
مورم,1
غنه,1
فکنم,1
درکیش,1
لغوی,2
چومستی,1
شوخیش,1
نبردستی,1
ننهادی,4
وکرده,1
لاینام,1
بدانگونه,3
منقبض,5
قصده,1
بلاخیز,1
مخضوب,2
ناچکیده,1
قلاّش,1
خش,2
زیارتگه,1
مئی,7
غاسق,1
خواهی_شکر,1
فطرهٔ,1
خزران,11
خرطومم,1
دندانم,1
سیمم,2
بردری,1
آدمیست,1
گهرخیز,2
محضست,1
بیحساب,1
راکوهکن,1
سیمینست,1
کوکبی,4
نسترن,2
تتار,3
آژیده,1
اهم,1
فرزینی,1
تندخو,8
اهرمن,1
خواهی_پیرهن,1
بپوش,1
لجین,1
ماحی,2
نادیدنی,1
عدوکرده,1
سفیه,4
مطربا,1
شیادی,1
شکرانه,2
رمّانی,4
زیبایش,6
خلّخ,2
شجاعی,1
فراده,1
مستهجن,2
کوکن,1
اتقن,1
درن,1
آسموغ,1
طرازیده,1
غنچهٔ,7
خَمُش,1
چمانه,3
ذاته,1
توگویی,1
منقادتر,1
اخطل,1
روانیّ,1
خورمی,2
جاکرده,1
سرطانی,8
توگاهی,1
بنمانی,1
برهان,1
حرمان,1
بهینه,4
ذخیرهٔ,1
حمولی,1
مفنی,1
سقلابی,2
لجه,2
دغا,1
جهانگیرند,1
دلکشش,1
هندویی,1
عزازیلی,2
رویم,1
حریصتر,1
کمّی,1
مارانی,1
عنبی,4
نادرترین,1
نکیسا,1
راکانصاف,1
بایدنبی,1
مغزگیتی,1
جنّ,2
لبکن,1
هرچیزی,1
عزادار,2
سالمند,1
دلهاگشاده,1
نزارکی,1
منارکی,1
جلاله,1
راغ,1
مباف,2
مهذّب,2
شدکه,2
مجدش,1
کمندش,1
بنوشانی,1
متفاوت,6
چوگردش,1
کاملش,5
مقوس,1
بودعجبی,1
جمادی,8
غلیظ,5
ضرطه,1
جاکنی,1
غاربی,1
ثاقبی,1
شگرفتر,2
رکین,1
دوریم,2
دانستمی,1
عندلبب,1
سمندش,3
سماحت,4
نخریدی,1
ماهو,1
رسدش,1
خداجو,1
سخنگو,1
مهلا,1
ماشو,1
سحارم,1
خاطرخواه,1
متراکم,8
جری,3
عنین,2
طرارتر,1
مهرگیاه,1
زندش,1
تُرک,1
بروانه,1
سمندرطینتی,1
وامقش,1
آساستی,1
اعداستی,1
مطرّا,2
بدخشانی,8
مضلین,1
نیکوپی,1
ملای,1
مارسای,1
دیرپای,1
نبالی,1
رونمای,1
عتابی,7
دخانی,12
شبابی,1
مصابی,2
لعابی,2
خوشابی,2
قرابی,1
خضابی,2
اوبار,1
مشابی,1
اشیاستی,2
لاستی,2
پیداستی,3
یکتاسنی,1
بناستی,1
ماستی,6
فناکن,1
اولاستی,1
کُل,1
بیداستی,1
محدودی,1
یکتاستی,2
غبراستی,1
الوثقاستی,1
دلیلستی,1
جبرئیلستی,1
خلیلستی,1
قتیلستی,1
عیانستی,1
بیکرانستی,1
نپیوندد,1
آفریش,1
زنانستی,1
لاغرمیان,1
دزدیدی,2
زینسال,1
سیسنبری,1
احمری,1
اصفری,2
حمیری,2
ماهری,1
معنبری,1
مخلّقی,1
مدوری,1
مکرِّمی,1
مجسّمی,2
مصوّری,1
سالمی,2
معطری,1
ناچخی,1
گویمت,1
اصغاکنی,1
آتبین,1
خلخی,2
نوذری,2
جعفری,2
مزعفری,1
فکاری,1
ذوالخماری,1
هرکاریز,1
بدهمی,1
معتبری,4
موتمنی,1
مکتسبی,2
مغتنمی,1
کِشتی,1
مانا,2
یاسمین,2
بیفشانی,3
درافشانی,1
مناجاتی,1
نتوانی,1
آور,5
سریانی,3
پانی,1
لامانی,5
زنخدانی,2
همینی,1
همانی,1
حصارست,1
آمال,3
مثانی,4
لسانی,2
خفقانی,1
سبکرو,1
خیزرانی,3
بگذرانی,1
مفاعیل,1
غلمانی,1
تابانی,3
ملتانی,1
رخشانی,3
پیچانی,1
زانرو,1
نظیرگردونی,1
گوهرزای,1
برافشانی,6
لاریبی,1
ماکانی,1
قاصی,1
کندگوبی,1
ازنای,1
سرحانی,1
بنیانی,2
علوانی,1
طیانی,1
بپیچانی,1
رهبانی,2
خیابانی,1
سحبانی,3
همشانی,1
نیرانی,1
المثانی,8
همعنانی,2
کشانی,1
صولجانی,1
محضور,1
سپاریّ,1
جوزایی,2
ببفتاد,1
حربایی,1
خنّاسی,1
شهماتی,1
کلیسایی,1
عقبایی,1
رایک,1
خارایی,2
جعدش,3
بارگاه,1
سیهند,1
اشتباهی,2
مزمار,2
دستان,4
دوشین,6
عبدالعظیمی,1
ضحاکی,3
تابم,1
تتاری,4
قصوری,1
بیشر,1
غیرتم,3
سلسبیلی,1
انگبینی,2
فرودینی,1
پرفروغی,1
راستینی,1
مهانی,1
ازگمانی,1
ثابتتر,1
زودیابی,1
تکینی,1
متینی,3
خورشیدکلاهی,1
بسوزی,4
محشرهرکسی,1
ببخشایی,1
یوانگی,1
شکرخابی,1
نافذش,5
مهوشان,1
گهرهای,1
کُشی,2
اوژنی,2
قاهری,4
مُخلّع,1
مازنی,1
خلدی,1
مرمری,1
اگرکند,1
ناهب,1
سراچه,1
مخلَدی,1
پرندت,1
دلیّ,1
مچین,4
یرغویی,1
حسنیّ,2
مشوّشی,1
بیهشی,6
چشی,3
ایّ,1
بیزنی,1
متصور,22
ایاز,1
مجعدش,1
مفوضش,1
مبارکش,12
معنبرش,4
اخضرش,1
عالیش,1
مخلدش,1
مکرٌمی,1
مزدستان,1
بترکی,2
پندار,1
طرّار,1
پرشی,1
غفار,2
قلندروار,2
حیدرکرار,1
نشنیدیّ,1
سفرکن,1
گزی,2
مزی,5
اوکنم,1
غلّ,1
نشستستی,1
زانده,2
نوشخندش,1
سربلندش,2
سرتاسرگرفته,1
اسکندرگرفته,1
لاجرم,2
شایانی,1
ورخواهی,1
جلاجل,9
دوتاری,1
برّه,1
باکم,1
مجاب,1
چندگذشته,1
تابندهتر,1
خَلَق,1
مغمور,1
پوی,9
طرهّ,1
دماغیتر,1
شخصسی,1
بزمم,1
کذابش,1
مطاعی,2
محتاط,1
بلیّه,1
منوط,2
کلانترم,1
معبرم,1
قلندرم,1
فضلمی,1
ستور,1
مَمَمَن,1
درگلشن,1
محمّدعلی,1
ننهفتی,1
درخشی,2
مگوکاورا,1
مصوٌر,1
راگرفته,1
فرجی,1
دوصد,1
شرفیاب,1
ودی,2
محیی,13
مخوری,1
سبکدستی,1
منادی,1
همیار,1
حجّی,1
پرعیبی,1
بایدکرد,1
زتاب,1
ناله,4
المأوی,2
بیگانهتر,3
لذّت,1
آزمائی,2
مستقیمیم,1
عظم,1
غزا,9
شهرآشوب,1
ندیدمی,1
مغبچگانم,1
مرواد,1
خزان,5
دودر,1
حلالتر,1
نامکرر,1
دلپذیرتر,1
ازل,1
مشام,1
خانقه,1
مصطفوی,3
غروریم,1
مپیرای,1
مترسان,1
غرورش,1
نابش,1
دلنوازم,4
نجاح,1
خطاپوشش,1
سلامی,1
طربخانه,1
صبحدمم,1
گیسوی,1
چالاکتر,1
بپوشانی,2
پرمی,1
بسوخت,1
طراری,3
غیورش,1
بربستی,2
شهرآشوبی,1
محرومتر,3
جادوانه,4
مخدره,1
هزارساله,2
فروشش,2
ملحدشکل,1
شرابخوار,2
تمتعی,1
سیمبری,2
سرانجامم,1
مألوف,2
خوگر,2
تندروی,1
دورترک,1
مُنی,1
فروگذاشته,1
ملولیم,1
مقتول,1
نظربازم,1
هرآینه,1
شفابخش,1
اعظمم,1
پیمان,1
جوانم,4
دوامی,1
ناسنجیده,1
ناگاهم,1
مدادی,1
مزادی,1
نشو,1
مغلطه,1
صوفی,7
تماشاخانه,1
بخفتیدی,1
فروشان,2
مغبچه,4
زرکشیده,1
رنجیده,2
چالاکی,2
نکشتی,1
برآمدی,2
مشامی,1
خرند,2
لعل,5
غزل,1
ملاحت,2
التلاقی,1
بالتواتر,1
احتمالی,4
صبحدمی,3
تاملی,1
تحملی,1
الحمی,3
غرامی,2
بیندازیش,1
دومنی,1
مغنی,1
سبزخطی,1
مثواه,3
مهلتی,1
ظاهرپرست,1
پایکوب,1
ازرخ,1
درویشیش,1
شکیب,1
جفاکش,2
درباخت,1
زیبانگاری,2
نشسته_ای,1
نامساعدی,1
فشانستی,1
کمانستی,1
نهانستی,1
روانستی,1
زبانستی,1
نسپردمی,1
ورز,3
مشارق,1
پرچین,2
لافتی,5
پرورا,1
فشان,3
گلگونه,3
مسماری,5
سحاری,1
کهساری,3
زیبی,2
معجری,5
باقیمانده,1
تلخکام,3
محبوبه,1
جراحتی,1
ذیجاه,1
جهانش,1
فرحبخش,3
محترمش,1
کلبعلی,5
سیدعلی,3
میرزامهدی,1
فاطمی,2
زادمی,2
نیکوان,5
نهانیم,4
دوزی,7
کشورگیر,1
اسقامی,1
المنی,3
نسیتنی,1
مرتحل,2
حبی,1
بذمانی,1
منسجم,1
سدته,1
مغاینهم,1
لکن,1
انحنی,1
خاکبوسی,1
بخریداری,1
پریرویان,1
طلبیدی,1
ملامتی,9
پیرهنی,3
یکدلم,1
پریشانش,1
بجان,3
جانب,1
اندازد,1
ماهتاب,2
غبار,2
دوشی,3
تنی,3
بدامن,1
جلوگر,1
بیدادی,2
بیرونم,1
سرفرازتر,2
دلنوازتر,1
جانگدازتر,2
پاکبازتر,1
کارسازتر,1
آتشناکتر,1
خوشرنگ,1
خداشناس,1
پریشانت,1
بمنزلگه,1
وجودیم,1
نازیبا,8
سرمده,1
میآرای,1
حرامم,1
دلدوزی,1
قدیمیم,1
بباغ,1
بهلالی,1
هلاکم,9
بسنگی,1
بصف,1
طربناکی,1
بخاشاکی,1
مطیعم,1
مانع,1
بیضافروغ,1
مهجوری,22
ذوفنونی,2
روسیهی,2
ضایعی,2
عذاری,7
بامت,1
تراشیده,3
نالیدی,2
پَر,1
برفروخته,1
پرآوازه,5
خاتم,6
گوهرریز,1
خرگاهی,9
خرگاه,6
ارجمن,1
دردناکی,4
سروبالایی,1
شومش,4
ملمع,4
خروشیده,1
راستم,4
مضمرش,1
محبوبی,11
راحتش,1
بذوق,1
نامحسوس,3
مسموم,8
ارزانتر,2
حکمران,1
ناشنوا,1
استیلاستی,1
فربهی,2
ئی,3
اسود,2
ناپختگی,1
شاهدی,3
ترسیده_ای,1
الحرم,1
شبهاش,1
خیزی,5
شمیمی,1
خیرالبشر,1
نشناختی,3
بیکدیگر,4
دلهاستی,1
الحادی,1
افزاستی,2
محبوبتر,1
سفاک,2
لاینفک,1
ان,1
تندش,2
مسیحائی,2
کلیسائی,2
وازده,1
ابراهیمی,3
